name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
Hyundai EON Era Plus,2014,9500,50000,Petrol,Individual,Manual,First Owner
Hyundai i20 Sportz 1.4 CRDi,2014,15750,110000,Diesel,Individual,Manual,Second Owner
Hyundai Grand i10 CRDi Magna,2015,15000,60000,Diesel,Individual,Manual,Second Owner
Renault KWID RXT,2016,14000,40000,Petrol,Individual,Manual,First Owner
Hyundai Tucson 2.0 e-VGT 2WD MT,2017,82500,55000,Diesel,Dealer,Manual,First Owner
Hyundai EON Era Plus,2015,14750,21000,Petrol,Dealer,Manual,Second Owner
Jaguar XF 5.0 Litre V8 Petrol,2012,102500,66363,Petrol,Dealer,Automatic,Second Owner
Hyundai Creta 1.6 VTVT AT SX Plus,2018,73750,11700,Petrol,Dealer,Automatic,First Owner
Hyundai Verna VTVT 1.6 AT SX Option,2017,55000,10000,Petrol,Individual,Automatic,First Owner
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,2014,220000,100000,Diesel,Individual,Automatic,Second Owner
Maruti Swift ZXI BSIV,2016,33500,7104,Petrol,Trustmark Dealer,Manual,First Owner
Maruti S-Cross Zeta DDiS 200 SH,2015,37500,45974,Diesel,Trustmark Dealer,Manual,First Owner
Hyundai Verna 1.6 VTVT SX,2015,38000,55340,Petrol,Trustmark Dealer,Manual,First Owner
Volkswagen Polo GTI,2017,42500,20000,Petrol,Dealer,Automatic,Second Owner
Renault Pulse RxL,2015,19500,61585,Diesel,Trustmark Dealer,Manual,First Owner
Maruti Celerio VXI AMT BSIV,2016,22500,39415,Petrol,Trustmark Dealer,Automatic,Second Owner
Honda Brio V MT,2014,21250,29654,Petrol,Trustmark Dealer,Manual,First Owner
Maruti Baleno Alpha 1.3,2016,38500,64672,Diesel,Trustmark Dealer,Manual,First Owner
Hyundai Creta 1.6 SX Automatic Diesel,2015,57500,54634,Diesel,Trustmark Dealer,Automatic,Second Owner
Honda City i VTEC V,2015,38750,66521,Petrol,Trustmark Dealer,Manual,First Owner
Hyundai Elite i20 Asta Option CVT BSIV,2019,36000,3000,Petrol,Individual,Automatic,First Owner
Toyota Innova Crysta 2.4 GX AT,2018,86250,23974,Diesel,Dealer,Automatic,Second Owner
Tata Tiago 1.2 Revotron XZ,2018,26950,10000,Petrol,Individual,Manual,First Owner
Maruti Celerio ZXI,2017,21000,50000,Petrol,Individual,Manual,First Owner
Maruti Omni E 8 Str STD,2001,4250,70000,Petrol,Individual,Manual,Third Owner
OpelCorsa 1.6Gls,2004,7100,73000,Petrol,Individual,Manual,Fourth & Above Owner
Hyundai EON D Lite,2014,9000,76000,Petrol,Individual,Manual,Second Owner
Chevrolet Tavera Neo 3 Max 9 Str BSIII,2014,20000,120000,Diesel,Individual,Manual,Second Owner
Mahindra Scorpio VLX 2WD ABS AT BSIII,2009,18000,170000,Diesel,Individual,Automatic,Third Owner
Hyundai Santro Xing XG,2003,4250,110000,Petrol,Individual,Manual,Second Owner
Honda Brio 1.2 S MT,2016,17500,63400,Petrol,Individual,Manual,First Owner
Datsun GO Plus T BSIV,2015,19000,25000,Petrol,Individual,Manual,First Owner
Hyundai i10 Era,2009,7000,80000,Petrol,Individual,Manual,Third Owner
Maruti Wagon R VXI BS IV,2012,10000,90000,Petrol,Individual,Manual,First Owner
Hyundai Santro Xing GL,2011,7500,157000,Petrol,Individual,Manual,First Owner
Tata Indica Vista Quadrajet LS,2012,7500,80000,Diesel,Individual,Manual,Second Owner
Maruti 800 Std BSII,2006,4500,40000,Petrol,Individual,Manual,Second Owner
Mahindra Bolero SLX 2WD,2007,15000,100000,Diesel,Individual,Manual,Second Owner
Renault KWID RXT,2017,14000,50000,Petrol,Individual,Manual,First Owner
Maruti Alto K10 2010-2014 VXI,2011,10000,40000,Petrol,Individual,Manual,First Owner
Chevrolet Aveo U-VA 1.2 LT WO ABS Airbag,2009,5500,38500,Petrol,Individual,Manual,Second Owner
Hyundai i10 Magna,2008,7000,103921,Petrol,Individual,Manual,Second Owner
Hyundai Creta 1.4 EX Diesel,2020,52500,10000,Diesel,Individual,Manual,First Owner
Honda City i-VTEC VX,2018,57500,14825,Petrol,Dealer,Manual,First Owner
Honda BR-V i-DTEC VX MT,2016,45500,43377,Diesel,Dealer,Manual,First Owner
Ford Figo Diesel Titanium,2010,8000,102307,Diesel,Dealer,Manual,First Owner
Maruti Zen LX,2004,5250,79000,Petrol,Individual,Manual,Second Owner
Skoda Octavia Elegance 2.0 TDI AT,2014,60000,135000,Diesel,Individual,Automatic,Third Owner
Renault KWID 1.0 RXT Optional,2018,15000,10500,Petrol,Individual,Manual,First Owner
Maruti Wagon R LXI,2004,3500,90000,Petrol,Individual,Manual,Fourth & Above Owner
Chevrolet Beat Diesel,2012,8000,110000,Diesel,Individual,Manual,First Owner
Chevrolet Beat Diesel LS,2012,8000,50000,Diesel,Individual,Manual,First Owner
Chevrolet Sail Hatchback LT ABS,2013,11250,80000,Diesel,Individual,Manual,First Owner
Honda Jazz 1.5 VX i DTEC,2018,39500,19571,Diesel,Dealer,Manual,First Owner
Honda City 1.3 EXI,2002,7250,100000,Petrol,Individual,Manual,First Owner
Honda City i-VTEC ZX,2018,60000,29600,Petrol,Dealer,Manual,First Owner
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,46500,20000,Diesel,Individual,Manual,First Owner
Hyundai EON D Lite,2016,10500,30000,Petrol,Individual,Manual,First Owner
Hyundai Getz 1.5 CRDi GVS,2008,5500,154000,Diesel,Individual,Manual,Third Owner
Maruti Swift LXI,2011,8750,70000,Petrol,Individual,Manual,First Owner
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,2018,47500,15000,Diesel,Individual,Automatic,First Owner
Renault Lodgy Stepway 85PS RXZ 8S,2017,32500,40000,Diesel,Individual,Manual,First Owner
Maruti Swift VXI,2019,27500,51000,Petrol,Individual,Manual,First Owner
Maruti Alto LX BSIII,2008,4250,120000,Petrol,Individual,Manual,Second Owner
Maruti Celerio LXI MT BSIV,2019,17000,50000,Petrol,Individual,Manual,First Owner
Renault Captur 1.5 Diesel RXT,2017,41250,13500,Diesel,Individual,Manual,First Owner
Toyota Etios 1.5 V,2016,25499.95,35000,Petrol,Individual,Manual,First Owner
Renault Duster 85PS Diesel RxL,2013,22500,1000,Diesel,Dealer,Manual,Second Owner
Mercedes-Benz C-Class Progressive C 220d,2018,190000,10000,Diesel,Dealer,Automatic,First Owner
Audi A4 3.0 TDI Quattro,2013,79000,86000,Diesel,Dealer,Automatic,First Owner
BMW X5 xDrive 30d xLine,2019,247500,30000,Diesel,Dealer,Automatic,First Owner
Hyundai Creta 1.6 CRDi SX,2016,26750,52600,Diesel,Individual,Manual,First Owner
Maruti SX4 Vxi BSIV,2012,11250,110000,Petrol,Individual,Manual,Second Owner
Hyundai Grand i10 1.2 Kappa Magna AT,2017,27500,19890,Petrol,Dealer,Automatic,First Owner
Maruti Swift ZXI BSIV,2016,33500,7104,Petrol,Trustmark Dealer,Manual,First Owner
Maruti Ertiga VXI,2015,31250,11918,Petrol,Trustmark Dealer,Manual,First Owner
Hyundai Grand i10 Magna AT,2017,26000,10510,Petrol,Dealer,Automatic,First Owner
Chevrolet Beat LT Option,2016,11950,41000,Petrol,Dealer,Manual,First Owner
Toyota Fortuner 4x2 AT,2017,130000,47162,Diesel,Trustmark Dealer,Automatic,First Owner
Maruti S-Cross Zeta DDiS 200 SH,2015,37500,45974,Diesel,Trustmark Dealer,Manual,First Owner
Hyundai i10 Magna,2012,11499.95,49824,Petrol,Dealer,Manual,First Owner
Audi A6 2.0 TDI Premium Plus,2013,65000,58500,Diesel,Dealer,Automatic,First Owner
Hyundai Santro GS,2005,4000,56580,Petrol,Dealer,Manual,First Owner
Skoda Laura Ambiente 2.0 TDI CR MT,2012,19250,52000,Diesel,Dealer,Manual,First Owner
Hyundai Verna 1.6 VTVT SX,2015,38000,55340,Petrol,Trustmark Dealer,Manual,First Owner
Maruti Swift Dzire VDI,2017,30000,46507,Diesel,Trustmark Dealer,Manual,First Owner
Renault Duster 85PS Diesel RxL,2013,22500,1000,Diesel,Dealer,Manual,Second Owner
Mercedes-Benz C-Class Progressive C 220d,2018,190000,10000,Diesel,Dealer,Automatic,First Owner
Audi A4 3.0 TDI Quattro,2013,79000,86000,Diesel,Dealer,Automatic,First Owner
BMW X5 xDrive 30d xLine,2019,247500,30000,Diesel,Dealer,Automatic,First Owner
Hyundai Creta 1.6 CRDi SX,2016,26750,52600,Diesel,Individual,Manual,First Owner
Maruti SX4 Vxi BSIV,2012,11250,110000,Petrol,Individual,Manual,Second Owner
Hyundai Grand i10 1.2 Kappa Magna AT,2017,27500,19890,Petrol,Dealer,Automatic,First Owner
Maruti Swift ZXI BSIV,2016,33500,7104,Petrol,Trustmark Dealer,Manual,First Owner
Maruti Ertiga VXI,2015,31250,11918,Petrol,Trustmark Dealer,Manual,First Owner
Hyundai Grand i10 Magna AT,2017,26000,10510,Petrol,Dealer,Automatic,First Owner
Chevrolet Beat LT Option,2016,11950,41000,Petrol,Dealer,Manual,First Owner
Toyota Fortuner 4x2 AT,2017,130000,47162,Diesel,Trustmark Dealer,Automatic,First Owner
Maruti S-Cross Zeta DDiS 200 SH,2015,37500,45974,Diesel,Trustmark Dealer,Manual,First Owner
Hyundai i10 Magna,2012,11499.95,49824,Petrol,Dealer,Manual,First Owner
Audi A6 2.0 TDI Premium Plus,2013,65000,58500,Diesel,Dealer,Automatic,First Owner
Hyundai Santro GS,2005,4000,56580,Petrol,Dealer,Manual,First Owner
Skoda Laura Ambiente 2.0 TDI CR MT,2012,19250,52000,Diesel,Dealer,Manual,First Owner
Hyundai Verna 1.6 VTVT SX,2015,38000,55340,Petrol,Trustmark Dealer,Manual,First Owner
Maruti Swift Dzire VDI,2017,30000,46507,Diesel,Trustmark Dealer,Manual,First Owner
Maruti Baleno Alpha 1.3,2017,32500,70000,Diesel,Individual,Manual,First Owner
Chevrolet Spark 1.0 LS,2011,7000,60000,Petrol,Individual,Manual,Second Owner
Maruti Alto LXi,2011,7500,70000,Petrol,Individual,Manual,First Owner
Datsun GO Plus A Option Petrol,2018,22500,10000,Petrol,Individual,Manual,Second Owner
Hyundai Accent CRDi,2006,8500,245244,Diesel,Individual,Manual,Fourth & Above Owner
Renault KWID 1.0 RXT Optional,2017,20000,60000,Petrol,Individual,Manual,First Owner
Tata Tiago 1.2 Revotron XE,2016,15000,30000,Petrol,Individual,Manual,First Owner
Maruti Alto 800 Base,2012,12500,8000,Petrol,Individual,Manual,First Owner
Tata Tigor 1.2 Revotron XM,2019,25000,10000,Petrol,Individual,Manual,First Owner
Hyundai Accent CRDi,2002,4250,100000,Diesel,Individual,Manual,Third Owner
Nissan Sunny Diesel XL,2012,15000,110000,Diesel,Individual,Manual,First Owner
Hyundai Santro GS,2005,4000,56580,Petrol,Dealer,Manual,First Owner
Mahindra XUV500 AT W8 FWD,2015,37000,45000,Diesel,Dealer,Automatic,First Owner
Hyundai Santro Xing XG,2005,3500,68500,Petrol,Dealer,Manual,First Owner
Hyundai Santro Sportz AMT,2019,24249.95,5007,Petrol,Dealer,Automatic,First Owner
Nissan Micra Active XV S,2013,8200,30000,Petrol,Individual,Manual,First Owner
Honda City 1.5 V AT,2008,7000,70000,Petrol,Individual,Automatic,First Owner
Mercedes-Benz E-Class E250 CDI Elegance,2011,49950,49600,Diesel,Dealer,Automatic,First Owner
Maruti Alto LXI,2005,2800,23000,Petrol,Individual,Manual,Second Owner
BMW 7 Series 730Ld,2006,52500,30000,Diesel,Dealer,Automatic,First Owner
Hyundai Verna 1.6 VTVT,2010,9500,38000,Petrol,Dealer,Manual,First Owner
Audi Q5 3.0 TDI Quattro Technology,2018,194950,22000,Diesel,Dealer,Automatic,First Owner
Hyundai i10 Sportz 1.2,2011,11750,43100,Petrol,Dealer,Manual,First Owner
Datsun GO Plus T,2017,17500,10171,Petrol,Dealer,Manual,First Owner
Renault Duster 110PS Diesel RxL,2015,23250,41123,Diesel,Dealer,Manual,First Owner
Toyota Camry Hybrid 2.5,2017,95000,20118,Petrol,Dealer,Automatic,First Owner
Honda City i DTec SV,2014,22500,40000,Diesel,Dealer,Manual,First Owner
Volkswagen Jetta 2.0L TDI Highline,2015,39500,52517,Diesel,Dealer,Manual,First Owner
Mahindra Marazzo M2 8Str,2019,45000,20000,Diesel,Individual,Manual,First Owner
Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,22500,99117,Diesel,Dealer,Manual,First Owner
Chevrolet Spark 1.0 LS,2009,6750,90000,Petrol,Individual,Manual,First Owner
Maruti Celerio ZXI MT BSIV,2019,21250,3700,Petrol,Individual,Manual,First Owner
Tata Indica Vista Terra 1.4 TDI,2010,5000,80000,Diesel,Individual,Manual,First Owner
Ford EcoSport 1.5 TDCi Titanium BSIV,2015,32500,100000,Diesel,Individual,Manual,Second Owner
Tata Indica Vista Aqua 1.4 TDI,2011,4500,54000,Diesel,Individual,Manual,First Owner
Hyundai EON Era Plus,2017,12500,19000,Petrol,Individual,Manual,First Owner
Maruti Swift Dzire VDI,2014,15000,120000,Diesel,Individual,Manual,First Owner
Maruti Wagon R VXI BS IV,2014,13750,30000,Petrol,Individual,Manual,First Owner
Honda BRV i-VTEC V MT,2017,30000,43500,Petrol,Individual,Manual,First Owner
Renault KWID RXT,2016,13500,60000,Petrol,Individual,Manual,Second Owner
Renault KWID RXT Optional,2016,12000,70000,Petrol,Individual,Manual,Second Owner
Skoda Octavia Elegance 2.0 TDI AT,2014,60000,135000,Diesel,Individual,Automatic,Third Owner
Chevrolet Beat Diesel LS,2012,8000,50000,Diesel,Individual,Manual,First Owner
Honda Jazz 1.5 VX i DTEC,2018,39500,19571,Diesel,Dealer,Manual,First Owner
Honda City i-VTEC ZX,2018,60000,29600,Petrol,Dealer,Manual,First Owner
Maruti Swift LXI,2011,8750,70000,Petrol,Individual,Manual,First Owner
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,2018,47500,15000,Diesel,Individual,Automatic,First Owner
Maruti Celerio LXI MT BSIV,2019,17000,50000,Petrol,Individual,Manual,First Owner
Renault Captur 1.5 Diesel RXT,2017,41250,13500,Diesel,Individual,Manual,First Owner
Audi A4 30 TFSI Technology,2018,155000,22000,Petrol,Individual,Automatic,First Owner
Honda Amaze VX Diesel BSIV,2018,39000,25000,Diesel,Dealer,Manual,First Owner
Toyota Corolla Altis 1.8 VL AT,2010,17500,80000,Petrol,Individual,Automatic,Third Owner
Honda Amaze VX Petrol BSIV,2018,34500,39000,Petrol,Dealer,Manual,First Owner
Maruti Alto 800 VXI,2016,12250,60000,Petrol,Individual,Manual,First Owner
Honda Amaze VX Diesel BSIV,2018,39500,49000,Diesel,Dealer,Manual,First Owner
Honda Amaze VX i-VTEC,2018,34000,48600,Petrol,Dealer,Manual,First Owner
Hyundai Grand i10 Asta Option,2017,27000,20000,Petrol,Individual,Manual,Second Owner
Mahindra KUV 100 mFALCON G80 K2,2016,21250,25000,Petrol,Individual,Manual,First Owner
Maruti Zen Estilo Sports,2008,7000,120000,Petrol,Individual,Manual,First Owner
Maruti Ertiga ZDI Plus,2019,55000,30000,Diesel,Individual,Manual,First Owner
Renault Lodgy 85PS RxL,2015,35750,35000,Diesel,Individual,Manual,First Owner
Maruti Swift VXI,2013,18500,90000,Petrol,Individual,Manual,First Owner
Hyundai Verna CRDi ABS,2007,8750,80000,Diesel,Individual,Manual,Second Owner
Mercedes-Benz E-Class 230,1998,50000,35000,Petrol,Individual,Automatic,Second Owner
Maruti Alto 800 LXI,2013,4640,25000,Petrol,Individual,Manual,Second Owner
Tata Xenon XT EX 4X2,2014,14550,90000,Diesel,Individual,Manual,First Owner
Maruti Alto 800 LXI,2013,4640,25000,Petrol,Individual,Manual,Second Owner
Renault KWID 1.0 RXT Optional,2016,17500,20000,Petrol,Individual,Manual,First Owner
Maruti Omni 5 Str STD,1998,3250,60000,Petrol,Dealer,Manual,Third Owner
Maruti Swift Dzire VDI,2015,32500,58000,Diesel,Individual,Manual,First Owner
Maruti Wagon R LX BS IV,2014,17500,40000,Petrol,Dealer,Manual,First Owner
Maruti Wagon R LXI,2005,3750,70000,Petrol,Individual,Manual,Second Owner
Hyundai i20 Asta (o) 1.4 CRDi (Diesel),2012,22000,70000,Diesel,Dealer,Manual,First Owner
Hyundai Santro Xing GLS,2013,13500,60000,Petrol,Individual,Manual,First Owner
Toyota Innova 2.5 V Diesel 7-seater,2014,57500,135000,Diesel,Dealer,Manual,First Owner
Maruti Omni 8 Seater BSII,2015,11900,70000,Petrol,Dealer,Manual,First Owner
Mercedes-Benz B Class B180 Sports,2013,55000,40000,Petrol,Individual,Automatic,Second Owner
Mahindra XUV500 W10 2WD,2015,60000,75000,Diesel,Dealer,Manual,Second Owner
Skoda Fabia 1.2L Diesel Ambiente,2010,13000,150000,Diesel,Individual,Manual,First Owner
Toyota Etios VD,2012,17500,140000,Diesel,Individual,Manual,Third Owner
Toyota Etios Liva VD,2015,24000,70000,Diesel,Individual,Manual,First Owner
Toyota Etios Liva GD,2012,17250,137250,Diesel,Individual,Manual,Second Owner
Mahindra Scorpio M2DI,2013,25000,110000,Diesel,Individual,Manual,Second Owner
Hyundai Grand i10 Asta Option,2017,29750,27000,Petrol,Dealer,Manual,First Owner
Hyundai Verna CRDi 1.6 SX Option,2019,64750,9000,Diesel,Dealer,Manual,First Owner
Volkswagen Vento 1.5 TDI Highline BSIV,2019,67500,5400,Diesel,Dealer,Manual,Test Drive Car
Renault KWID Climber 1.0 MT Opt BSIV,2020,27050,1000,Petrol,Dealer,Manual,Test Drive Car
Hyundai Santro Asta,2018,25750,16000,Petrol,Dealer,Manual,First Owner
Ford Figo Aspire Titanium Plus Diesel,2019,44749.95,13000,Diesel,Dealer,Manual,Test Drive Car
Renault Pulse RxZ Optional,2012,16250,47000,Diesel,Dealer,Manual,First Owner
Maruti Ciaz 1.4 Alpha,2018,46250,22000,Petrol,Individual,Manual,First Owner
Nissan Terrano XL P,2017,42249.95,30000,Petrol,Individual,Manual,First Owner
Maruti Ciaz 1.4 Alpha,2018,46250,20000,Petrol,Individual,Manual,First Owner
Tata Manza Club Class Quadrajet90 LX,2013,15000,60000,Diesel,Individual,Manual,First Owner
Toyota Camry M/t,2008,32500,75000,Petrol,Individual,Manual,Second Owner
Maruti Alto K10 LXI,2010,8750,64000,Petrol,Dealer,Manual,First Owner
Maruti SX4 S Cross DDiS 320 Delta,2015,16250,80000,Diesel,Individual,Manual,First Owner
Renault Duster 85PS Diesel RxZ,2017,30000,90000,Diesel,Individual,Manual,First Owner
Maruti Swift ZXI Plus,2018,35000,30000,Petrol,Individual,Manual,First Owner
Toyota Corolla H3,2003,4750,120000,Petrol,Individual,Automatic,Second Owner
Maruti Celerio ZXI,2019,24500,20000,Petrol,Dealer,Manual,First Owner
Tata Safari DICOR 2.2 EX 4x2,2013,19000,100000,Diesel,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2018,27500,31000,Petrol,Dealer,Manual,First Owner
Maruti Alto 800 LXI,2013,11250,47000,Petrol,Dealer,Manual,First Owner
Tata Nexon 1.2 Revotron XM,2018,28500,11200,Petrol,Individual,Manual,First Owner
Maruti Alto 800 LXI,2018,15250,35000,Petrol,Dealer,Manual,First Owner
Maruti Wagon R Duo Lxi,2010,12000,50000,LPG,Dealer,Manual,First Owner
Maruti Ertiga SHVS VDI,2015,35000,55000,Diesel,Dealer,Manual,First Owner
Maruti Omni E MPI STD BS IV,2018,14400,20000,Petrol,Dealer,Manual,First Owner
Mahindra Bolero B4,2017,40000,75000,Diesel,Dealer,Manual,First Owner
Maruti Celerio VXI,2017,21500,93000,Petrol,Dealer,Manual,First Owner
Chevrolet Beat Diesel LT Option,2009,9750,57000,Diesel,Dealer,Manual,Second Owner
Maruti Eeco Smiles 5 Seater AC,2014,16250,30000,Petrol,Dealer,Manual,First Owner
Renault Duster 85PS Diesel RxE,2013,22500,73000,Diesel,Dealer,Manual,First Owner
Maruti Swift Dzire VDI,2016,31500,65000,Diesel,Dealer,Manual,First Owner
Maruti Swift 1.3 VXi,2009,12500,62000,Petrol,Dealer,Manual,Second Owner
Hyundai Santro GLS I - Euro II,2007,6750,85000,Petrol,Dealer,Manual,First Owner
Chevrolet Spark 1.0 PS,2010,5500,73000,Petrol,Individual,Manual,First Owner
Maruti Swift ZDi,2012,17500,55000,Diesel,Dealer,Manual,First Owner
Maruti Omni E MPI STD BS IV,2016,12000,5800,Petrol,Individual,Manual,Second Owner
Toyota Innova 2.5 V Diesel 8-seater,2009,17500,350000,Diesel,Individual,Manual,First Owner
Maruti Swift ZXI Plus,2018,30000,30000,Petrol,Individual,Manual,First Owner
Maruti Swift Dzire VDI,2018,37500,20000,Diesel,Individual,Manual,First Owner
Hyundai EON Era Plus,2018,13500,20000,Petrol,Individual,Manual,First Owner
Maruti Alto LXi,2007,4500,100000,Petrol,Individual,Manual,Second Owner
Maruti Wagon R Stingray VXI,2013,17500,65000,Petrol,Individual,Manual,First Owner
Ford Figo Diesel Celebration Edition,2013,14250,90000,Diesel,Individual,Manual,Second Owner
Toyota Innova 2.5 E Diesel MS 7-seater,2011,33250,267000,Diesel,Individual,Manual,Second Owner
Mahindra Scorpio 2.6 CRDe,2005,8750,250000,Diesel,Individual,Manual,Second Owner
Mahindra Xylo D2,2011,17500,140000,Diesel,Individual,Manual,Second Owner
Honda City i-VTEC CVT ZX,2018,61250,22000,Petrol,Dealer,Automatic,First Owner
Honda Jazz Select Edition Active,2010,14250,60000,Petrol,Dealer,Manual,Second Owner
Honda City i-VTEC VX,2018,50000,28635,Petrol,Dealer,Manual,First Owner
Honda Amaze VX Diesel BSIV,2018,39000,32114,Diesel,Dealer,Manual,First Owner
Maruti Celerio VXI,2014,15000,82000,Petrol,Dealer,Manual,Second Owner
Maruti Swift VXI BSIII,2006,8000,95149,Petrol,Dealer,Manual,Second Owner
Honda Amaze VX i-VTEC,2018,31250,68458,Petrol,Dealer,Manual,First Owner
Maruti Ritz VXi,2010,13250,42000,Petrol,Individual,Manual,First Owner
Honda City i DTEC V,2014,25750,90000,Diesel,Individual,Manual,Second Owner
Hyundai EON D Lite,2016,10500,30000,Petrol,Individual,Manual,First Owner
Maruti Alto LXi,2009,7000,80000,Petrol,Individual,Manual,Second Owner
Toyota Innova 2.5 GX (Diesel) 7 Seater,2015,47000,128000,Diesel,Individual,Manual,First Owner
Nissan Terrano XV Premium 110 PS,2013,37500,80000,Diesel,Individual,Manual,First Owner
